label {9},style {2},name {7}
ITM_INFO_080_Name,0,
ITM_INFO_081_Name,0,
ITM_INFO_082_Name,0,
ITM_INFO_083_Name,0,
ITM_INFO_084_Name,0,
ITM_INFO_085_Name,0,
ITM_INFO_086_Name,21,研究数据
ITM_INFO_087_Name,21,兰克洛德的所在位置
ITM_INFO_088_Name,21,宝藏情报
ITM_INFO_089_Name,0,
ITM_INFO_090_Name,0,
ITM_INFO_091_Name,0,
ITM_INFO_092_Name,0,
ITM_INFO_093_Name,0,
ITM_INFO_094_Name,21,牵绊对话情报
ITM_INFO_095_Name,21,逃跑人物的情报1
ITM_INFO_096_Name,21,逃跑人物的情报2
ITM_INFO_097_Name,21,逃跑人物的情报3
ITM_INFO_098_Name,21,失踪者的情报1
ITM_INFO_099_Name,0,
ITM_INFO_100_Name,21,直升机维修知识
ITM_INFO_101_Name,21,超规体情报
ITM_INFO_102_Name,21,超规体情报
ITM_INFO_103_Name,21,宝藏情报
ITM_INFO_104_Name,21,宝藏情报
ITM_INFO_105_Name,21,宝藏情报
ITM_INFO_106_Name,21,超规体情报
ITM_INFO_107_Name,21,超规体情报
ITM_INFO_108_Name,21,宝藏情报
ITM_INFO_109_Name,21,超规体情报
ITM_INFO_110_Name,21,超规体情报
ITM_INFO_111_Name,21,宝藏情报
ITM_INFO_112_Name,21,宝藏情报
ITM_INFO_113_Name,21,宝藏情报
ITM_INFO_114_Name,21,宝藏情报
ITM_INFO_115_Name,21,宝藏情报
ITM_INFO_116_Name,21,超规体情报
ITM_INFO_117_Name,21,宝藏情报
ITM_INFO_118_Name,21,宝藏情报
ITM_INFO_119_Name,21,超规体情报
ITM_INFO_120_Name,21,宝藏情报
ITM_INFO_121_Name,21,宝藏情报
ITM_INFO_122_Name,21,超规体情报
ITM_INFO_123_Name,21,超规体情报
ITM_INFO_124_Name,21,超规体情报
ITM_INFO_125_Name,21,超规体情报
ITM_INFO_126_Name,21,宝藏情报
ITM_INFO_127_Name,21,超规体情报
ITM_INFO_128_Name,21,超规体情报
ITM_INFO_129_Name,21,超规体情报
ITM_INFO_130_Name,21,超规体情报
ITM_INFO_131_Name,21,超规体情报
ITM_INFO_132_Name,21,超规体情报
ITM_INFO_133_Name,21,超规体情报
ITM_INFO_134_Name,21,超规体情报
ITM_INFO_135_Name,21,宝藏情报
ITM_INFO_136_Name,21,宝藏情报
ITM_INFO_137_Name,21,超规体情报
ITM_INFO_138_Name,21,宝藏情报
ITM_INFO_139_Name,21,宝藏情报
ITM_INFO_140_Name,21,宝藏情报
ITM_INFO_141_Name,21,超规体情报
ITM_INFO_142_Name,21,宝藏情报
ITM_INFO_143_Name,21,宝藏情报
ITM_INFO_144_Name,21,宝藏情报
ITM_INFO_145_Name,21,宝藏情报
ITM_INFO_146_Name,21,宝藏情报
ITM_INFO_147_Name,0,
ITM_INFO_148_Name,0,
ITM_INFO_149_Name,0,
ITM_INFO_150_Name,21,任务情报
ITM_INFO_151_Name,21,超规体情报
ITM_INFO_152_Name,21,超规体情报
ITM_INFO_153_Name,21,宝藏情报
ITM_INFO_154_Name,21,超规体情报
ITM_INFO_155_Name,21,超规体情报
ITM_INFO_156_Name,21,超规体情报
ITM_INFO_157_Name,21,超规体情报
ITM_INFO_158_Name,21,超规体情报
ITM_INFO_159_Name,21,超规体情报
ITM_INFO_160_Name,21,宝藏情报
ITM_INFO_161_Name,21,超规体情报
ITM_INFO_162_Name,21,宝藏情报
ITM_INFO_163_Name,21,宝藏情报
ITM_INFO_164_Name,21,宝藏情报
ITM_INFO_165_Name,21,宝藏情报
ITM_INFO_166_Name,21,宝藏情报
ITM_INFO_167_Name,21,超规体情报
ITM_INFO_168_Name,21,宝藏情报
ITM_INFO_169_Name,21,超规体情报
ITM_INFO_170_Name,21,宝藏情报
ITM_INFO_171_Name,21,超规体情报
ITM_INFO_172_Name,21,超规体情报
ITM_INFO_173_Name,21,宝藏情报
ITM_INFO_174_Name,21,超规体情报
ITM_INFO_175_Name,21,宝藏情报
ITM_INFO_176_Name,21,超规体情报
ITM_INFO_177_Name,21,宝藏情报
ITM_INFO_178_Name,21,超规体情报
ITM_INFO_179_Name,21,宝藏情报
ITM_INFO_201_Name,21,宝藏情报
ITM_INFO_202_Name,21,宝藏情报
ITM_INFO_203_Name,21,超规体情报
ITM_INFO_204_Name,21,宝藏情报
ITM_INFO_205_Name,21,超规体情报
ITM_INFO_206_Name,21,宝藏情报
ITM_INFO_207_Name,21,宝藏情报
ITM_INFO_208_Name,21,超规体情报
ITM_INFO_209_Name,21,宝藏情报
ITM_INFO_210_Name,21,超规体情报
ITM_INFO_211_Name,21,宝藏情报
ITM_INFO_212_Name,21,超规体情报
ITM_INFO_213_Name,21,超规体情报
ITM_INFO_214_Name,21,超规体情报
ITM_INFO_215_Name,21,宝藏情报
ITM_INFO_216_Name,21,宝藏情报
ITM_INFO_217_Name,21,宝藏情报
ITM_INFO_218_Name,21,超规体情报
ITM_INFO_219_Name,21,宝藏情报
ITM_INFO_220_Name,21,超规体情报
ITM_INFO_221_Name,21,宝藏情报
ITM_INFO_222_Name,21,超规体情报
ITM_INFO_223_Name,21,超规体情报
ITM_INFO_224_Name,21,宝藏情报
ITM_INFO_225_Name,21,超规体情报
ITM_INFO_226_Name,21,宝藏情报
ITM_INFO_227_Name,21,宝藏情报
ITM_INFO_228_Name,21,超规体情报
ITM_INFO_229_Name,21,超规体情报
ITM_INFO_230_Name,21,宝藏情报
ITM_INFO_231_Name,21,超规体情报
ITM_INFO_232_Name,21,超规体情报
ITM_INFO_233_Name,21,超规体情报
ITM_INFO_234_Name,21,宝藏情报
ITM_INFO_235_Name,21,宝藏情报
ITM_INFO_236_Name,21,宝藏情报
ITM_INFO_237_Name,21,超规体情报
ITM_INFO_238_Name,21,超规体情报
ITM_INFO_239_Name,21,宝藏情报
ITM_INFO_240_Name,21,宝藏情报
ITM_INFO_241_Name,21,超规体情报
ITM_INFO_242_Name,21,宝藏情报
ITM_INFO_243_Name,21,宝藏情报
ITM_INFO_244_Name,21,超规体情报
ITM_INFO_245_Name,21,宝藏情报
ITM_INFO_246_Name,21,超规体情报
ITM_INFO_247_Name,21,宝藏情报
ITM_INFO_248_Name,21,超规体情报
ITM_INFO_249_Name,21,宝藏情报
ITM_INFO_250_Name,21,超规体情报
ITM_INFO_251_Name,21,宝藏情报
ITM_INFO_252_Name,21,宝藏情报
ITM_INFO_253_Name,21,宝藏情报
ITM_INFO_254_Name,21,超规体情报
ITM_INFO_255_Name,21,超规体情报
ITM_INFO_256_Name,21,宝藏情报
ITM_INFO_257_Name,21,超规体情报
ITM_INFO_258_Name,21,宝藏情报
ITM_INFO_259_Name,21,超规体情报
ITM_INFO_260_Name,21,宝藏情报
ITM_INFO_261_Name,21,宝藏情报
ITM_INFO_262_Name,21,宝藏情报
ITM_INFO_263_Name,21,超规体情报
ITM_INFO_264_Name,21,宝藏情报
ITM_INFO_265_Name,21,宝藏情报
ITM_INFO_266_Name,21,超规体情报
ITM_INFO_267_Name,21,宝藏情报
ITM_INFO_268_Name,21,宝藏情报
ITM_INFO_269_Name,21,宝藏情报
ITM_INFO_270_Name,21,超规体情报
ITM_INFO_271_Name,21,宝藏情报
ITM_INFO_272_Name,21,宝藏情报
ITM_INFO_273_Name,21,宝藏情报
ITM_INFO_274_Name,21,宝藏情报
ITM_INFO_275_Name,21,超规体情报
ITM_INFO_276_Name,21,超规体情报
ITM_INFO_277_Name,21,超规体情报
ITM_INFO_278_Name,21,超规体情报
ITM_INFO_279_Name,21,宝藏情报
ITM_INFO_280_Name,21,超规体情报
ITM_INFO_281_Name,21,超规体情报
ITM_INFO_282_Name,21,宝藏情报
ITM_INFO_283_Name,21,超规体情报
ITM_INFO_284_Name,21,宝藏情报
ITM_INFO_285_Name,21,宝藏情报
ITM_INFO_286_Name,21,宝藏情报
ITM_INFO_287_Name,21,宝藏情报
ITM_INFO_288_Name,21,超规体情报
ITM_INFO_289_Name,21,超规体情报
ITM_INFO_290_Name,21,宝藏情报
ITM_INFO_291_Name,21,超规体情报
ITM_INFO_292_Name,21,超规体情报
ITM_INFO_293_Name,21,宝藏情报
ITM_INFO_294_Name,21,宝藏情报
ITM_INFO_295_Name,21,宝藏情报
ITM_INFO_296_Name,21,超规体情报
ITM_INFO_297_Name,21,宝藏情报
ITM_INFO_298_Name,21,宝藏情报
ITM_INFO_299_Name,21,超规体情报
ITM_INFO_300_Name,21,超规体情报
ITM_INFO_301_Name,21,超规体情报
ITM_INFO_302_Name,21,宝藏情报
ITM_INFO_303_Name,21,宝藏情报
ITM_INFO_304_Name,21,超规体情报
ITM_INFO_305_Name,21,宝藏情报
ITM_INFO_306_Name,21,超规体情报
ITM_INFO_307_Name,21,宝藏情报
ITM_INFO_308_Name,21,超规体情报
ITM_INFO_309_Name,21,宝藏情报
ITM_INFO_310_Name,21,超规体情报
ITM_INFO_311_Name,21,宝藏情报
ITM_INFO_312_Name,21,超规体情报
ITM_INFO_313_Name,21,宝藏情报
ITM_INFO_314_Name,21,宝藏情报
ITM_INFO_315_Name,21,宝藏情报
ITM_INFO_316_Name,21,宝藏情报
ITM_INFO_317_Name,21,宝藏情报
ITM_INFO_318_Name,21,宝藏情报
ITM_INFO_319_Name,21,超规体情报
ITM_INFO_320_Name,21,宝藏情报
ITM_INFO_321_Name,21,宝藏情报
ITM_INFO_322_Name,21,超规体情报
ITM_INFO_323_Name,21,超规体情报
ITM_INFO_324_Name,21,超规体情报
ITM_INFO_325_Name,21,宝藏情报
ITM_INFO_326_Name,21,超规体情报
ITM_INFO_327_Name,21,宝藏情报
ITM_INFO_328_Name,21,宝藏情报
ITM_INFO_329_Name,21,宝藏情报
ITM_INFO_330_Name,21,超规体情报
ITM_INFO_331_Name,21,宝藏情报
ITM_INFO_332_Name,21,超规体情报
ITM_INFO_333_Name,21,超规体情报
ITM_INFO_334_Name,21,宝藏情报
ITM_INFO_335_Name,21,宝藏情报
ITM_INFO_336_Name,21,宝藏情报
ITM_INFO_337_Name,21,宝藏情报
ITM_INFO_338_Name,21,宝藏情报
ITM_INFO_339_Name,21,宝藏情报
ITM_INFO_340_Name,21,宝藏情报
ITM_INFO_341_Name,21,宝藏情报
ITM_INFO_342_Name,21,宝藏情报
ITM_INFO_343_Name,0,
ITM_INFO_344_Name,0,
ITM_INFO_345_Name,0,
ITM_INFO_346_Name,0,
ITM_INFO_347_Name,0,
ITM_INFO_348_Name,0,
ITM_INFO_349_Name,0,
ITM_INFO_350_Name,0,
ITM_INFO_351_Name,0,
ITM_INFO_352_Name,21,牵绊对话情报
ITM_INFO_353_Name,21,任务情报
ITM_INFO_354_Name,21,任务情报
ITM_INFO_355_Name,21,任务情报
ITM_INFO_356_Name,21,牵绊对话情报
ITM_INFO_357_Name,21,任务情报
ITM_INFO_358_Name,21,任务情报
ITM_INFO_359_Name,21,牵绊对话情报
ITM_INFO_360_Name,21,任务情报
ITM_INFO_361_Name,21,牵绊对话情报
ITM_INFO_362_Name,21,牵绊对话情报
ITM_INFO_363_Name,21,任务情报
ITM_INFO_364_Name,21,牵绊对话情报
ITM_INFO_365_Name,21,牵绊对话情报
ITM_INFO_366_Name,21,任务情报
ITM_INFO_367_Name,21,牵绊对话情报
ITM_INFO_368_Name,21,任务情报
ITM_INFO_369_Name,21,任务情报
ITM_INFO_370_Name,21,任务情报
ITM_INFO_371_Name,21,宝藏情报
ITM_INFO_372_Name,21,任务情报
ITM_INFO_373_Name,21,任务情报
ITM_INFO_374_Name,21,牵绊情报
ITM_INFO_375_Name,21,牵绊对话情报
ITM_INFO_376_Name,21,任务情报
ITM_INFO_377_Name,21,牵绊对话情报
ITM_INFO_378_Name,21,牵绊对话情报
ITM_INFO_379_Name,21,任务情报
ITM_INFO_380_Name,21,牵绊对话情报
ITM_INFO_381_Name,21,任务情报
ITM_INFO_382_Name,21,牵绊对话情报
ITM_INFO_383_Name,21,任务情报
ITM_INFO_384_Name,21,牵绊对话情报
ITM_INFO_385_Name,21,宝藏情报
ITM_INFO_386_Name,21,牵绊对话情报
ITM_INFO_387_Name,21,牵绊对话情报
ITM_INFO_388_Name,21,牵绊对话情报
ITM_INFO_389_Name,21,牵绊情报
ITM_INFO_390_Name,21,牵绊对话情报
ITM_INFO_391_Name,21,宝藏情报
ITM_INFO_392_Name,21,任务情报
ITM_INFO_393_Name,21,任务情报
ITM_INFO_394_Name,21,牵绊对话情报
ITM_INFO_395_Name,21,宝藏情报
ITM_INFO_396_Name,21,任务情报
ITM_INFO_397_Name,21,任务情报
ITM_INFO_398_Name,21,牵绊对话情报
ITM_INFO_399_Name,21,牵绊对话情报
ITM_INFO_400_Name,21,任务情报
ITM_INFO_401_Name,21,牵绊情报
ITM_INFO_402_Name,21,任务情报
ITM_INFO_403_Name,21,牵绊对话情报
ITM_INFO_404_Name,21,牵绊对话情报
ITM_INFO_405_Name,21,任务情报
ITM_INFO_406_Name,21,任务情报
ITM_INFO_407_Name,21,任务情报
ITM_INFO_408_Name,21,任务情报
ITM_INFO_409_Name,21,牵绊对话情报
ITM_INFO_410_Name,21,牵绊对话情报
ITM_INFO_411_Name,21,任务情报
ITM_INFO_412_Name,21,宝藏情报
ITM_INFO_413_Name,21,牵绊情报
ITM_INFO_414_Name,21,任务情报
ITM_INFO_415_Name,21,牵绊对话情报
ITM_INFO_416_Name,21,牵绊情报
ITM_INFO_417_Name,21,任务情报
ITM_INFO_418_Name,21,牵绊对话情报
ITM_INFO_419_Name,21,任务情报
ITM_INFO_420_Name,21,牵绊对话情报
ITM_INFO_421_Name,21,任务情报
ITM_INFO_422_Name,21,任务情报
ITM_INFO_423_Name,21,任务情报
ITM_INFO_424_Name,21,任务情报
ITM_INFO_425_Name,21,任务情报
ITM_INFO_426_Name,21,任务情报
ITM_INFO_427_Name,21,任务情报
ITM_INFO_428_Name,21,任务情报
ITM_INFO_429_Name,21,任务情报
ITM_INFO_430_Name,21,任务情报
ITM_INFO_431_Name,21,任务情报
ITM_INFO_432_Name,21,任务情报
ITM_INFO_433_Name,0,
ITM_INFO_434_Name,21,宝藏情报
ITM_INFO_435_Name,0,
ITM_INFO_436_Name,0,
ITM_INFO_437_Name,0,
ITM_INFO_438_Name,21,牵绊对话情报
ITM_INFO_439_Name,0,
ITM_INFO_440_Name,21,牵绊对话情报
ITM_INFO_441_Name,0,
ITM_INFO_442_Name,0,
ITM_INFO_443_Name,21,任务情报
ITM_INFO_444_Name,0,
ITM_INFO_445_Name,0,
ITM_INFO_446_Name,0,
ITM_INFO_447_Name,0,
ITM_INFO_448_Name,0,
ITM_INFO_451_Name,21,
ITM_INFO_452_Name,21,
ITM_INFO_453_Name,21,
ITM_INFO_454_Name,21,场景技能·机械工程
ITM_INFO_455_Name,21,生物技能
ITM_INFO_456_Name,21,生物技能
ITM_INFO_457_Name,21,生物技能
ITM_INFO_458_Name,21,场景技能·生物工程
ITM_INFO_459_Name,21,
ITM_INFO_460_Name,21,
ITM_INFO_461_Name,21,
ITM_INFO_462_Name,21,场景技能·勘探工程
ITM_INFO_463_Name,21,超规体情报
ITM_INFO_464_Name,21,超规体情报
ITM_INFO_465_Name,21,宝藏情报
ITM_INFO_501_Name,21,牵绊对话情报
ITM_INFO_502_Name,21,任务情报
ITM_INFO_503_Name,21,牵绊对话情报
ITM_INFO_504_Name,0,
ITM_INFO_505_Name,21,牵绊对话情报
ITM_INFO_506_Name,21,牵绊对话情报
ITM_INFO_507_Name,21,任务情报
ITM_INFO_508_Name,21,牵绊对话情报
ITM_INFO_509_Name,21,牵绊对话情报
ITM_INFO_510_Name,21,牵绊对话情报
ITM_INFO_511_Name,21,牵绊对话情报
ITM_INFO_512_Name,21,牵绊对话情报
ITM_INFO_513_Name,0,
ITM_INFO_514_Name,21,任务情报
ITM_INFO_515_Name,21,牵绊对话情报
ITM_INFO_516_Name,21,牵绊对话情报
ITM_INFO_517_Name,21,牵绊对话情报
ITM_INFO_518_Name,21,牵绊对话情报
ITM_INFO_519_Name,21,牵绊对话情报
ITM_INFO_520_Name,21,牵绊对话情报
ITM_INFO_521_Name,21,牵绊对话情报
ITM_INFO_522_Name,21,牵绊对话情报
ITM_INFO_523_Name,21,任务情报
ITM_INFO_524_Name,21,牵绊对话情报
ITM_INFO_525_Name,21,任务情报
ITM_INFO_526_Name,21,利维亚的目击情报
ITM_INFO_527_Name,21,牵绊对话情报
ITM_INFO_528_Name,21,牵绊情报
ITM_INFO_529_Name,21,牵绊对话情报
ITM_INFO_530_Name,21,牵绊情报
ITM_INFO_531_Name,21,任务情报
ITM_INFO_532_Name,21,牵绊对话情报
ITM_INFO_533_Name,21,牵绊对话情报
ITM_INFO_534_Name,21,牵绊对话情报
ITM_INFO_535_Name,21,牵绊情报
ITM_INFO_536_Name,21,牵绊对话情报
ITM_INFO_537_Name,0,
ITM_INFO_538_Name,21,任务情报
ITM_INFO_539_Name,21,任务情报
ITM_INFO_540_Name,21,任务情报
ITM_INFO_541_Name,21,牵绊情报
ITM_INFO_542_Name,21,任务情报
ITM_INFO_543_Name,21,牵绊对话情报
ITM_INFO_544_Name,21,宝藏情报
ITM_INFO_545_Name,21,任务情报
ITM_INFO_546_Name,21,牵绊情报
ITM_INFO_547_Name,21,宝藏情报
ITM_INFO_548_Name,21,牵绊对话情报
ITM_INFO_549_Name,21,牵绊对话情报
ITM_INFO_550_Name,21,牵绊情报
ITM_INFO_551_Name,21,宝藏情报
ITM_INFO_552_Name,21,任务情报
ITM_INFO_553_Name,21,任务情报
ITM_INFO_554_Name,21,牵绊情报
ITM_INFO_555_Name,21,任务情报
ITM_INFO_556_Name,21,任务情报
ITM_INFO_557_Name,21,任务情报
ITM_INFO_558_Name,21,任务情报
ITM_INFO_559_Name,21,任务情报
ITM_INFO_560_Name,21,任务情报
ITM_INFO_561_Name,21,牵绊对话情报
ITM_INFO_562_Name,21,任务情报
ITM_INFO_563_Name,21,牵绊对话情报
ITM_INFO_564_Name,21,牵绊对话情报
ITM_INFO_565_Name,21,任务情报
ITM_INFO_566_Name,21,宝藏情报
ITM_INFO_567_Name,0,
ITM_INFO_568_Name,21,任务情报
ITM_INFO_569_Name,21,任务情报
ITM_INFO_570_Name,21,任务情报
ITM_INFO_571_Name,21,牵绊对话情报
ITM_INFO_572_Name,21,任务情报
ITM_INFO_573_Name,21,任务情报
ITM_INFO_574_Name,0,
ITM_INFO_575_Name,0,
ITM_INFO_576_Name,21,任务情报
ITM_INFO_577_Name,21,任务情报
ITM_INFO_578_Name,21,牵绊情报
ITM_INFO_579_Name,21,牵绊对话情报
ITM_INFO_580_Name,21,牵绊对话情报
ITM_INFO_581_Name,21,牵绊对话情报
ITM_INFO_582_Name,0,
ITM_INFO_583_Name,21,任务情报
ITM_INFO_001_Caption,171,只要有奇形树之蜜，就能让伟大巨树成长。
ITM_INFO_002_Caption,171,"拜亚斯人自古以来传承至今的
传统狩猎知识。"
ITM_INFO_003_Caption,171,"服从于岩窟一族的希米兀猿
不喜欢凯法柊树。"
ITM_INFO_004_Caption,171,塔兹好像前往黑钢大陆的古代开采船群了。
ITM_INFO_005_Caption,171,塔兹好像回到异刃基地了。
ITM_INFO_006_Caption,171,"在忘却溪谷的伊布拉溪谷东部好像发现了
依卢弗搭档的踪迹。"
ITM_INFO_007_Caption,171,"在忘却溪谷的巴泽尔湖附近好像发现了
依卢弗搭档的踪迹。"
ITM_INFO_008_Caption,171,"尼洛普开发的超硬钢铁精制方法，
绝不外传。"
ITM_INFO_009_Caption,171,"有情报指出范戴姆一到夜晚
便会出现在异刃高塔。"
ITM_INFO_010_Caption,0,
ITM_INFO_011_Caption,171,"有意见指出，认真聆听其他种族意见的
欧尔菲人更适合担任外星人代表。"
ITM_INFO_012_Caption,171,"有意见指出，头脑聪明、讲究理性的
欧尔菲人更适合担任外星人代表。"
ITM_INFO_013_Caption,171,"有意见指出，无欲无求、不唯利是图的
欧尔菲人更适合担任外星人代表。"
ITM_INFO_014_Caption,0,
ITM_INFO_015_Caption,0,
ITM_INFO_016_Caption,0,
ITM_INFO_017_Caption,0,
ITM_INFO_018_Caption,171,"一直坐在和平公园下方最下层区的人……
是杰洛姆吧？他在那种地方做什么呢？"
ITM_INFO_019_Caption,0,
ITM_INFO_020_Caption,0,
ITM_INFO_021_Caption,171,"气流结晶好像是由忘却溪谷的
多利安商队掌管的。"
ITM_INFO_022_Caption,171,"有目击情报指出，狙击玛侬人的光
是从岩盘要塞那边发出的。"
ITM_INFO_023_Caption,171,"因为有玛侬人协助，
难以精制的材料变得更容易获得了。"
ITM_INFO_024_Caption,171,"玛侬人创办无伪真心堂为地球人制作装备，
真令人感激。"
ITM_INFO_025_Caption,171,我家秘传超辣咖喱的制作方法。
ITM_INFO_026_Caption,171,秘传北京烤鸭的烹调方法。
ITM_INFO_027_Caption,171,慢炖火锅的烹调方法。
ITM_INFO_028_Caption,171,"进入戴菲尼亚人位于黑钢大陆的
大本营的密码。"
ITM_INFO_029_Caption,171,"长老家代代相传的
诺彭宫廷料理的烹调方法。"
ITM_INFO_030_Caption,171,"仅将野草和虫子捣碎，
狂野诺彭料理的烹调方法。"
ITM_INFO_031_Caption,171,瓦拉瓦妈妈做的诺彭乡土料理的烹调方法。
ITM_INFO_032_Caption,0,
ITM_INFO_033_Caption,0,
ITM_INFO_034_Caption,0,
ITM_INFO_035_Caption,171,"听说有人在那起案件中
脚背和太阳穴中弹身亡。
看来还是尽量避免单独行动比较好。"
ITM_INFO_036_Caption,171,"所有死亡男性好像都是右边大腿和
眉心中弹。太疯狂了……
应该是外星人干的好事吧。"
ITM_INFO_037_Caption,171,"连环杀人案的受害者似乎只有两种死因。
他们有共同点吗……？
当中究竟有何含义……？"
ITM_INFO_038_Caption,0,
ITM_INFO_039_Caption,0,
ITM_INFO_040_Caption,0,
ITM_INFO_041_Caption,0,
ITM_INFO_042_Caption,171,"我看到常来这里吃猫粮的猫在岸壁沙滩……
待在那种地方会被怪物吃掉的……"
ITM_INFO_043_Caption,0,
ITM_INFO_044_Caption,0,
ITM_INFO_045_Caption,0,
ITM_INFO_046_Caption,171,"拿着枪箱的男人匆匆忙忙地下去，
往机棚那边走了……发生了什么事？"
ITM_INFO_047_Caption,171,"拿着枪箱的男人跑进停机间后，
突然有台机偶冲出来，往工业区那边去了。"
ITM_INFO_048_Caption,171,"一台无法识别的机偶以惊人的速度跑过来，
冲出大门离开了。我试着追了一阵子，
看样子它是想去白树大陆。"
ITM_INFO_049_Caption,0,
ITM_INFO_050_Caption,171,"我来教你怎样拆除炸弹。学会之后，
就算哪天你身上被绑了定时炸弹，
也能成功脱身。"
ITM_INFO_051_Caption,171,"利用玛侬人的技术快速修好损坏的B.B.，
救回了一命。"
ITM_INFO_052_Caption,171,"有情报指出，像虫一样的家伙
被女性地球人带往东侧大门了。"
ITM_INFO_053_Caption,171,"有情报指出，带走外星人的女性
抢了一辆尚未补给的车，
往忘却溪谷方向去了。"
ITM_INFO_054_Caption,171,"有情报指出，
赛莉卡去找位于异刃高塔的范戴姆了。"
ITM_INFO_055_Caption,171,"有情报指出，
正在寻找赛莉卡的洛克就在异刃基地前方。"
ITM_INFO_056_Caption,0,
ITM_INFO_057_Caption,0,
ITM_INFO_058_Caption,0,
ITM_INFO_059_Caption,0,
ITM_INFO_060_Caption,0,
ITM_INFO_061_Caption,0,
ITM_INFO_062_Caption,171,"“吾等之财宝，能贯穿铜墙铁壁，
 能伤能愈。193。”"
ITM_INFO_063_Caption,171,"“吾等之财宝，为拯救所有贫困之民，
 化为燃尽一切之烈焰。128。”"
ITM_INFO_064_Caption,171,"“吾等之财宝，为开辟封闭世界之
 唯一力量……-1986。”"
ITM_INFO_065_Caption,171,"记录了洛曾经驾驶的机偶运作状况的日志。
留有遭到破坏前的所有数据。"
ITM_INFO_066_Caption,171,"不知道漂泊者波拉波拉
抵达德隆戈商队了嗼～？听说那里有
很多可怕的家伙，真让人担心嗼～"
ITM_INFO_067_Caption,171,"漂泊者波拉波拉回到忘却溪谷了嗼。
他充满干劲地说
“一定是在蜂巢岩！”嗼。"
ITM_INFO_068_Caption,171,"你知道漂泊者波拉波拉
找到他要找的东西了嗼？
他说要再去一次白树大陆，真令人好奇嗼～"
